"EntryType","Time","MeerkatID","Behavior","Neighbours <1m","EventType","CallerID","SentinelID","Timing","Note"
"Scan","8/14/21 10:25:03","RRLT","Scrabling","","","","","",""
"Scan","8/14/21 10:24:51","LT","Foraging","","","","","",""
"Scan","8/14/21 10:24:34","LS","Scrabling","","","","","",""
"Scan","8/14/21 10:22:53","RS","Scrabling","SHLT","","","","",""
"Scan","8/14/21 10:22:36","RSTB","Scrabling","","","","","",""
"Scan","8/14/21 10:22:08","LT","Foraging","LS","","","","",""
"Scan","8/14/21 10:21:43","LS","Scrabling","","","","","",""
"Scan","8/14/21 10:18:47","RRLT","Foraging","","","","","",""
"Scan","8/14/21 10:17:21","LT","Foraging","LS","","","","",""
"Scan","8/14/21 10:17:02","LS","Foraging","LT","","","","",""
"Scan","8/14/21 10:16:08","RSTB","Foraging","RS","","","","",""
"Scan","8/14/21 10:15:56","RS","Foraging","RSTB","","","","",""
"Scan","8/14/21 10:11:56","RRLT","Foraging","","","","","",""
"Scan","8/14/21 10:11:33","RSTB","Foraging","LT","","","","",""
"Scan","8/14/21 10:11:12","LT","Foraging","RSTB, RRRS","","","","",""
"Scan","8/14/21 10:09:49","LS","Foraging","SHRT","","","","",""
"Scan","8/14/21 10:09:34","RS","Scrabling","","","","","",""
"Scan","8/14/21 10:09:02","RSTB","Foraging","RRLT","","","","",""
"Scan","8/14/21 10:08:24","RRLT","Foraging","LT","","","","",""
"Scan","8/14/21 10:08:12","LT","Foraging","RRLT","","","","",""
"Scan","8/14/21 10:01:42","LS","Foraging","","","","","",""
"Scan","8/14/21 10:01:15","RS","Scrabling","LS","","","","",""
"Scan","8/14/21 09:58:59","RRLT","Scrabling","LT","","","","",""
"Scan","8/14/21 09:58:34","LT","Foraging","RRLT","","","","",""
"Scan","8/14/21 09:58:23","RSTB","Foraging","","","","","",""
"Scan","8/14/21 09:52:24","LT","Bipedal vig","RS","","","","",""
"Scan","8/14/21 09:52:11","LS","Foraging","LT, RS","","","","",""
"Scan","8/14/21 09:51:52","RS","Foraging","LT, LS","","","","",""
"Scan","8/14/21 09:51:15","RRLT","Scrabling","","","","","",""
"Scan","8/14/21 09:50:32","RSTB","Bipedal vig","SHTB, RRLT","","","","",""
"Scan","8/14/21 09:48:59","LS","Foraging","","","","","",""
"Scan","8/14/21 09:48:38","RS","Scrabling","","","","","",""
"Scan","8/14/21 09:48:06","LT","Foraging","SHLT, RS","","","","",""
"Scan","8/14/21 09:47:58","RRLT","Scrabling","","","","","",""
"Scan","8/14/21 09:37:54","RSTB","Scrabling","RRRT, LS","","","","",""
"Scan","8/14/21 09:37:41","LS","Scrabling","RSTB","","","","",""
"Scan","8/14/21 09:34:58","RS","Foraging","RRLT, RRRS, LT","","","","",""
"Scan","8/14/21 09:31:52","RRLT","Bipedal vig","SHTB","","","","",""
"Scan","8/14/21 09:30:23","LS","Bipedal vig","HLS","","","","","sunning "
"Scan","8/14/21 09:29:51","LT","Bipedal vig","RSTB, RRRT","","","","","sunning "
"Scan","8/14/21 09:29:11","RS","Other","RSTB, LT","","","","","sit vig "
"Scan","8/14/21 09:27:46","RSTB","Self-directed behaviour","","","","","",""
"Scan","8/14/21 09:27:38","RRLT","Bipedal vig","","","","","",""
"Scan","8/14/21 09:27:22","LT","Moving","","","","","",""
"Scan","8/14/21 09:22:12","RRLT","Bipedal vig","","","","","",""
"Scan","8/14/21 09:13:56","RRLT","Bipedal vig","","","","","",""
"Scan","8/14/21 09:13:33","RSTB","Moving","","","","","",""
"Scan","8/14/21 09:12:22","RRLT","Self-directed behaviour","SHTB, RRRS","","","","",""
"Scan","8/14/21 09:09:57","RRLT","Digging","","","","","",""
"Scan","8/14/21 09:07:50","LT","Digging","SHLT, RRRS","","","","",""
"Scan","8/14/21 09:06:41","RSTB","Self-directed behaviour","RRRS","","","","",""
