"EntryType","Time","MeerkatID","Behavior","Neighbours <1m","EventType","CallerID","SentinelID","Timing","Note"
"Scan","5/19/21 09:20:46","RC+MB+TB","Foraging","","","","","",""
"Scan","5/19/21 09:21:15","LT","Foraging","LT+RT (+T), RT (+TB+LT)","","","","",""
"Scan","5/19/21 09:21:35","LT+RT (+T)","Digging","LT","","","","",""
"Scan","5/19/21 09:22:07","LT+TB","Scrabling","RS+LS+T (+SH)","","","","",""
"Scan","5/19/21 09:22:49","LT+LS","Digging","","","","","",""
"Scan","5/19/21 09:23:20","RR+RS (+RT)","Foraging","RC + MB + TB","","","","",""
"Scan","5/19/21 09:23:50","RR+TB","Scrabling","","","","","",""
"Scan","5/19/21 09:24:14","SH+T","Foraging","","","","","",""
"Scan","5/19/21 09:24:33","RS+LS+T (+SH)","Scrabling","","","","","",""
"Scan","5/19/21 09:24:58","RR+LT","Foraging","","","","","",""
"Scan","5/19/21 09:25:20","RR+RT","Eating","SH+T, RT (+TB+LT)","","","","",""
"Scan","5/19/21 09:25:44","RT (+TB+LT)","Scrabling","LT+RT (+T)","","","","",""
"Scan","5/19/21 09:26:04","LT","Scrabling","LT+TB","","","","",""
"Scan","5/19/21 09:26:20","TB","Scrabling","","","","","",""
"Scan","5/19/21 09:27:01","LT+LS","Digging","","","","","",""
"Scan","5/19/21 09:27:17","RC+MB+TB","Scrabling","","","","","",""
"Scan","5/19/21 09:27:52","LT+RT (+T)","Scrabling","","","","","",""
"Scan","5/19/21 09:28:10","LT+TB","Foraging","","","","","",""
"Scan","5/19/21 09:28:45","RS+LS+T (+SH)","Scrabling","","","","","",""
"Scan","5/19/21 09:29:03","SH+T","Other","","","","","","quadrupedal vigilance "
"Scan","5/19/21 09:29:35","RR+LT","Foraging","","","","","",""
"Scan","5/19/21 09:29:48","RR+TB","Digging","","","","","",""
"Scan","5/19/21 09:30:13","RR+RT","Scrabling","","","","","",""
"Scan","5/19/21 09:30:48","RR+RS (+RT)","Scrabling","","","","","",""
"Scan","5/19/21 09:31:09","RC+MB+TB","Scrabling","","","","","",""
"Scan","5/19/21 09:31:22","RT (+TB+LT)","Eating","RR+RT","","","","","pup feed from f52"
"Scan","5/19/21 09:32:07","TB","Digging","","","","","",""
"Scan","5/19/21 09:32:23","LT","Scrabling","","","","","",""
"Scan","5/19/21 09:32:39","LT+RT (+T)","Scrabling","","","","","",""
"Scan","5/19/21 09:32:53","LT+TB","Scrabling","","","","","",""
"Scan","5/19/21 09:33:25","LT+LS","Other","","","","","","quadrupedal vigilance "
"Scan","5/19/21 09:34:01","SH+T","Scrabling","RR+LT","","","","",""
"Scan","5/19/21 09:34:24","RS+LS+T (+SH)","Scrabling","","","","","",""
"Scan","5/19/21 09:34:42","RR+TB","Scrabling","","","","","",""
"Scan","5/19/21 09:35:00","RR+LT","Scrabling","","","","","",""
"Scan","5/19/21 09:35:28","RR+RT","Scrabling","LT+RT (+T)","","","","",""
"Scan","5/19/21 09:36:21","RR+RS (+RT)","Scrabling","","","","","",""
"Scan","5/19/21 09:36:50","RT (+TB+LT)","Foraging","","","","","",""
"Scan","5/19/21 09:37:07","RC+MB+TB","Scrabling","","","","","",""
"Scan","5/19/21 09:37:40","TB","Scrabling","","","","","",""
"Scan","5/19/21 09:37:57","LT","Foraging","","","","","",""
"Scan","5/19/21 09:38:18","LT+TB","Digging","","","","","",""
"Scan","5/19/21 09:38:37","LT+RT (+T)","Eating","","","","","",""
"Scan","5/19/21 09:38:59","LT+LS","Digging","","","","","",""
