"Type","Time","MeerkatID","Behavior","Neighbours <1m","UnID","Event type","Emmiter","Timing","Note"
"Scan","14/07/2019 14:02:20","MB + TB","Foraging","","","","","",""
"Scan","14/07/2019 14:02:39","TB","Bipedal vig","","","","","",""
"Scan","14/07/2019 14:02:48","RS","Scrabling","","","","","",""
"Scan","14/07/2019 14:06:01","LT","Scrabling","","","","","",""
"Scan","14/07/2019 14:06:08","LS","Scrabling","","","","","",""
"Scan","14/07/2019 14:06:40","RT","Scrabling","","","","","",""
"Event","14/07/2019 14:07:21","","","","","Alarm running","Ukn","Already started",""
"Event","14/07/2019 14:07:45","","","","","Alarm running","Ukn","Stop",""
"Scan","14/07/2019 14:08:06","TB","Social","MB + RS","","","","","Chinese by f22"
"Scan","14/07/2019 14:08:32","LS","Moving","MB + RS","","","","",""
"Scan","14/07/2019 14:08:44","RT","Scanning","MB + RS, TB, RS, LS","","","","",""
"Scan","14/07/2019 14:09:15","RS","Social","RS + TB, TB, LS","","","","","playing"
"Scan","14/07/2019 14:11:51","MB + TB","Moving","","","","","",""
"Event","14/07/2019 14:13:05","","","","","Sentinel","RS + TB","Already started",""
"Event","14/07/2019 14:13:15","","","","","Sentinel","RS + TB","Stop",""
"Scan","14/07/2019 14:13:32","RT","Scrabling","","","","","",""
"Scan","14/07/2019 14:13:49","LT","Scrabling","","","","","",""
"Scan","14/07/2019 14:14:02","RS","Scrabling","","","","","",""
"Scan","14/07/2019 14:14:08","LS","Scrabling","","","","","",""
"Scan","14/07/2019 14:14:41","MB + TB","Scrabling","","","","","",""
"Scan","14/07/2019 14:15:32","RT","Scrabling","","","","","",""
"Scan","14/07/2019 14:16:06","RS","Scrabling","","","","","",""
"Scan","14/07/2019 14:16:15","LS","Scrabling","LS + TB","","","","",""
"Scan","14/07/2019 14:17:02","MB + TB","Scrabling","","","","","",""
"Scan","14/07/2019 14:17:47","TB","Foraging","","","","","",""
"Scan","14/07/2019 14:18:55","RT","Scrabling","","","","","",""
"Scan","14/07/2019 14:19:02","LT","Foraging","","","","","",""
"Scan","14/07/2019 14:19:19","RS","Scrabling","","","","","",""
"Scan","14/07/2019 14:20:09","LS","Running","RT","","","","",""
"Scan","14/07/2019 14:20:42","MB + TB","Scrabling","","","","","",""
"Scan","14/07/2019 14:21:32","TB","Scrabling","","","","","",""
"Event","14/07/2019 14:21:57","","","","","Alarm running","Ukn","Ponctual",""
"Scan","14/07/2019 14:22:52","RT","Scrabling","","","","","",""
"Scan","14/07/2019 14:23:01","LS","Bipedal vig","","","","","",""
"Scan","14/07/2019 14:23:20","LT","Foraging","","","","","",""
"Scan","14/07/2019 14:23:37","RS","Scrabling","","","","","",""
"Scan","14/07/2019 14:23:52","MB + TB","Bipedal vig","","","","","",""
"Scan","14/07/2019 14:24:33","RT","Foraging","LS","","","","",""
"Scan","14/07/2019 14:24:48","LS","Foraging","RT","","","","",""
"Scan","14/07/2019 14:25:20","RS","Foraging","","","","","",""
"Scan","14/07/2019 14:25:33","LT","Foraging","","","","","",""
"Scan","14/07/2019 14:26:33","TB","Scrabling","MB + LS","","","","",""
"Scan","14/07/2019 14:27:55","MB + TB","Scrabling","","","","","",""
"Scan","14/07/2019 14:28:08","RT","Scanning","","","","","",""
"Scan","14/07/2019 14:28:33","LT","Foraging","","","","","",""
"Scan","14/07/2019 14:29:15","RS","Scrabling","","","","","",""
"Scan","14/07/2019 14:30:05","LS","Foraging","","","","","",""
"Scan","14/07/2019 14:30:24","MB + TB","Scrabling","","","","","",""
"Scan","14/07/2019 14:30:33","RT","Bipedal vig","","","","","",""
"Scan","14/07/2019 14:31:07","LT","Bipedal vig","","","","","",""
"Scan","14/07/2019 14:31:32","TB","Scrabling","LS + TB","","","","",""
"Scan","14/07/2019 14:31:55","RS","Foraging","","","","","",""
"Scan","14/07/2019 14:32:31","LS","Foraging","","","","","",""
"Scan","14/07/2019 14:32:52","MB + TB","Scrabling","","","","","",""
"Scan","14/07/2019 14:33:03","RT","Other","","","","","","selfgroom "
"Scan","14/07/2019 14:33:58","TB","Foraging","","","","","",""
"Scan","14/07/2019 14:34:23","LT","Scrabling","","","","","",""
"Scan","14/07/2019 14:34:47","RS","Scrabling","","","","","",""
"Scan","14/07/2019 14:35:27","LS","Foraging","","","","","",""
"Scan","14/07/2019 14:35:39","MB + TB","Scrabling","","","","","",""
"Scan","14/07/2019 14:36:30","RT","Foraging","","","","","",""
"Scan","14/07/2019 14:37:24","TB","Scrabling","","","","","",""
"Scan","14/07/2019 14:37:47","LT","Scrabling","","","","","",""
"Scan","14/07/2019 14:39:41","LS","Digging","MB + TB","","","","",""
"Scan","14/07/2019 14:39:52","MB + TB","Digging","LS","","","","",""
"Scan","14/07/2019 14:40:55","RS","Eating","","","","","",""
"Scan","14/07/2019 14:41:12","RT","Scrabling","","","","","",""
"Scan","14/07/2019 14:41:51","TB","Pancaking","LS + TB","","","","",""
"Scan","14/07/2019 14:42:07","LT","Scrabling","","","","","",""
"Scan","14/07/2019 14:42:38","RS","Eating","","","","","",""
"Scan","14/07/2019 14:42:59","LS","Bipedal vig","","","","","",""
"Scan","14/07/2019 14:43:21","MB + TB","Scanning","","","","","",""
"Scan","14/07/2019 14:43:36","RT","Scrabling","LS + LT","","","","",""
"Scan","14/07/2019 14:43:53","TB","Running","MB + RS, LS","","","","",""
"Scan","14/07/2019 14:44:30","LT","Scrabling","","","","","",""
"Scan","14/07/2019 14:44:47","RS","Scanning","LS + LT, RS + TB","","","","",""
"Scan","14/07/2019 14:45:12","LS","Foraging","H + TB","","","","",""
"Event","14/07/2019 14:46:31","","","","","Sentinel","MB + LS","",""
"Event","14/07/2019 14:46:44","","","","","Sentinel","MB + LS","Already stopped",""
"Scan","14/07/2019 14:49:06","MB + TB","Scrabling","RT + TB, TB, LS","","","","",""
"Scan","14/07/2019 14:49:32","TB","Scrabling","MB + RS","","","","",""
"Scan","14/07/2019 14:50:04","RT","Scrabling","","","","","",""
"Scan","14/07/2019 14:50:20","LT","Scrabling","","","","","",""
