"EntryType","Time","MeerkatID","Behavior","Neighbours <1m","EventType","CallerID","SentinelID","Timing","Note"
"Scan","5/24/21 08:50:03","RR+LT","Scrabling","","","","","",""
"Scan","5/24/21 08:50:42","RR+RS (+RT)","Digging","","","","","",""
"Scan","5/24/21 08:50:57","LT","Digging","","","","","",""
"Scan","5/24/21 08:51:25","TB","Digging","LT+TB","","","","",""
"Scan","5/24/21 08:51:42","RT (+TB+LT)","Digging","","","","","",""
"Scan","5/24/21 08:52:02","RC+MB+TB","Bipedal vig","","","","","",""
"Scan","5/24/21 08:52:15","LT+TB","Foraging","","","","","",""
"Scan","5/24/21 08:52:31","LT+RT (+T)","Scrabling","RR+TB","","","","",""
"Scan","5/24/21 08:52:52","LT+LS","Scrabling","","","","","",""
"Scan","5/24/21 08:53:16","SH+T","Scrabling","TB, RT (+TB+LT)","","","","",""
"Scan","5/24/21 08:53:55","RS+LS+T (+SH)","Moving","","","","","",""
"Scan","5/24/21 08:54:41","RR+RT","Moving","","","","","",""
"Scan","5/24/21 08:54:57","RR+LT","Other","RS+LS+T (+SH)","","","","","sitting vigilance "
"Scan","5/24/21 08:55:35","RR+RS (+RT)","Scrabling","RC + MB + TB, LT+RT (+T), TB","","","","",""
"Scan","5/24/21 08:55:57","RR+TB","Scrabling","LT+TB","","","","",""
"Scan","5/24/21 08:56:36","TB","Scrabling","RR+RT, LT+TB","","","","",""
"Scan","5/24/21 08:57:10","LT","Foraging","","","","","",""
"Scan","5/24/21 08:57:22","RT (+TB+LT)","Foraging","LT+LS","","","","",""
"Scan","5/24/21 08:58:05","RC+MB+TB","Digging","RR+RS (+RT)","","","","",""
"Scan","5/24/21 08:58:28","LT+RT (+T)","Foraging","","","","","",""
"Scan","5/24/21 08:58:49","LT+TB","Foraging","","","","","",""
"Scan","5/24/21 08:59:08","LT+LS","Scrabling","","","","","",""
"Scan","5/24/21 08:59:22","SH+T","Scrabling","","","","","",""
"Scan","5/24/21 08:59:57","RS+LS+T (+SH)","Scrabling","","","","","",""
"Scan","5/24/21 09:00:18","RR+RS (+RT)","Foraging","","","","","",""
"Scan","5/24/21 09:00:33","RR+RT","Eating","","","","","",""
"Scan","5/24/21 09:01:23","RR+TB","Bipedal vig","","","","","",""
"Scan","5/24/21 09:02:14","RR+LT","Foraging","","","","","",""
"Scan","5/24/21 09:02:37","LT","Foraging","","","","","",""
"Scan","5/24/21 09:02:52","TB","Digging","RR+RS (+RT)","","","","",""
"Scan","5/24/21 09:03:36","RT (+TB+LT)","Eating","","","","","",""
"Scan","5/24/21 09:05:23","LT+TB","Scrabling","RS+LS+T (+SH)","","","","",""
"Scan","5/24/21 09:05:50","LT+LS","Scrabling","","","","","",""
"Scan","5/24/21 09:06:33","RC+MB+TB","Eating","","","","","",""
"Scan","5/24/21 09:06:45","LT+RT (+T)","Digging","","","","","",""
"Scan","5/24/21 09:07:14","SH+T","Scrabling","RR+TB","","","","",""
"Scan","5/24/21 09:08:35","RS+LS+T (+SH)","Scrabling","","","","","",""
"Scan","5/24/21 09:08:55","RR+TB","Other","RC + MB + TB","","","","","quadrupedal vigilance "
"Scan","5/24/21 09:09:24","RR+RS (+RT)","Moving","LT+RT (+T), LT+TB","","","","",""
"Scan","5/24/21 09:09:49","RR+LT","Scrabling","RR+RS (+RT)","","","","",""
"Scan","5/24/21 09:10:11","RR+RT","Scrabling","LT+RT (+T), TB","","","","",""
"Scan","5/24/21 09:10:43","RT (+TB+LT)","Digging","","","","","",""
"Scan","5/24/21 09:11:04","TB","Scrabling","RR+RS (+RT)","","","","",""
"Scan","5/24/21 09:11:54","LT","Digging","","","","","",""
"Scan","5/24/21 09:13:00","RC+MB+TB","Scrabling","","","","","",""
"Scan","5/24/21 09:13:12","LT+TB","Scrabling","","","","","",""
"Scan","5/24/21 09:13:31","LT+RT (+T)","Scrabling","","","","","",""
"Scan","5/24/21 09:13:51","SH+T","Scrabling","","","","","",""
"Scan","5/24/21 09:14:12","LT+LS","Digging","","","","","",""
"Scan","5/24/21 09:14:38","RS+LS+T (+SH)","Digging","","","","","",""
"Scan","5/24/21 09:14:57","RR+LT","Scrabling","","","","","",""
"Scan","5/24/21 09:15:07","RR+RT","Digging","","","","","",""
"Scan","5/24/21 09:15:23","RR+RS (+RT)","Scrabling","RT (+TB+LT)","","","","",""
"Scan","5/24/21 09:15:35","RR+TB","Eating","","","","","",""
"Scan","5/24/21 09:15:50","RT (+TB+LT)","Scrabling","RR+TB, RR+RS (+RT)","","","","",""
"Scan","5/24/21 09:16:11","LT","Scrabling","RR+RT, RR+LT","","","","",""
"Scan","5/24/21 09:16:58","TB","Scrabling","","","","","",""
