"Type","Time","MeerkatID","Behavior","Neighbours <1m","UnID","Event type","Emmiter","Timing","Note"
"Scan","19/07/2019 14:00:39","RS + TB","Scrabling","","","","","",""
"Scan","19/07/2019 14:01:42","RT","Foraging","","","","","",""
"Scan","19/07/2019 14:02:09","TB","Scrabling","","","","","",""
"Scan","19/07/2019 14:02:30","LT","Scrabling","MB + RS","","","","",""
"Scan","19/07/2019 14:03:37","LS","Scrabling","","","","","",""
"Scan","19/07/2019 14:03:51","RS","Scrabling","","","","","",""
"Scan","19/07/2019 14:04:02","RS + TB","Foraging","","","","","",""
"Scan","19/07/2019 14:04:43","RT","Foraging","","","","","",""
"Scan","19/07/2019 14:05:06","TB","Foraging","","","","","",""
"Scan","19/07/2019 14:05:14","LT","Scrabling","MB + LT, MB + RS","","","","",""
"Scan","19/07/2019 14:05:59","LS","Scrabling","","","","","",""
"Scan","19/07/2019 14:06:24","RS","Foraging","","","","","",""
"Scan","19/07/2019 14:06:35","RS + TB","Scrabling","","","","","",""
"Scan","19/07/2019 14:07:17","RT","Scrabling","","","","","",""
"Scan","19/07/2019 14:07:40","TB","Scrabling","","","","","",""
"Scan","19/07/2019 14:07:53","LT","Foraging","","","","","",""
"Scan","19/07/2019 14:09:01","RS","Foraging","H + MB","","","","",""
"Scan","19/07/2019 14:09:20","RS + TB","Foraging","","","","","",""
"Scan","19/07/2019 14:10:21","RT","Scrabling","MB + RS","","","","",""
"Scan","19/07/2019 14:11:22","TB","Foraging","","","","","",""
"Scan","19/07/2019 14:11:51","LT","Foraging","","","","","",""
"Scan","19/07/2019 14:13:01","LS","Foraging","","","","","",""
"Scan","19/07/2019 14:13:11","RS","Foraging","","","","","",""
"Scan","19/07/2019 14:13:18","RS + TB","Scrabling","","","","","",""
"Scan","19/07/2019 14:14:37","RT","Bipedal vig","","","","","",""
"Scan","19/07/2019 14:14:56","TB","Foraging","","","","","",""
"Scan","19/07/2019 14:15:17","LT","Scrabling","","","","","",""
"Scan","19/07/2019 14:15:42","LS","Foraging","","","","","",""
"Scan","19/07/2019 14:16:15","RS","Scrabling","","","","","",""
"Scan","19/07/2019 14:17:26","RS + TB","Scrabling","","","","","",""
"Scan","19/07/2019 14:19:45","TB","Scrabling","","","","","",""
"Scan","19/07/2019 14:20:37","RS","Foraging","","","","","",""
"Scan","19/07/2019 14:20:50","LS","Scrabling","","","","","",""
"Scan","19/07/2019 14:21:21","RS + TB","Scrabling","","","","","",""
"Scan","19/07/2019 14:22:37","RT","Scrabling","","","","","",""
"Scan","19/07/2019 14:24:39","TB","Foraging","","","","","",""
"Scan","19/07/2019 14:24:49","LT","Bipedal vig","","","","","",""
"Scan","19/07/2019 14:24:59","RS","Scrabling","","","","","",""
"Scan","19/07/2019 14:25:50","LS","Foraging","","","","","",""
"Scan","19/07/2019 14:26:04","RS + TB","Scrabling","","","","","",""
"Scan","19/07/2019 14:26:57","RT","Bipedal vig","LS + TB, RT + TB, MB + LT","","","","",""
"Scan","19/07/2019 14:29:34","TB","Scrabling","","","","","",""
"Scan","19/07/2019 14:29:56","LT","Scrabling","","","","","",""
"Scan","19/07/2019 14:30:12","RS","Foraging","","","","","",""
"Scan","19/07/2019 14:30:33","LS","Bipedal vig","","","","","",""
"Scan","19/07/2019 14:31:33","RT","Bipedal vig","","","","","",""
"Scan","19/07/2019 14:31:56","TB","Foraging","","","","","",""
"Scan","19/07/2019 14:32:05","RS + TB","Scrabling","","","","","",""
"Scan","19/07/2019 14:33:38","RS","Foraging","","","","","",""
"Scan","19/07/2019 14:33:57","LT","Foraging","","","","","",""
"Scan","19/07/2019 14:34:06","LS","Bipedal vig","","","","","",""
"Scan","19/07/2019 14:34:25","RS + TB","Foraging","","","","","",""
"Scan","19/07/2019 14:34:44","RT","Scrabling","H + MB","","","","",""
"Scan","19/07/2019 14:35:03","TB","Scrabling","RS + TB","","","","",""
"Scan","19/07/2019 14:35:25","LT","Foraging","","","","","",""
"Event","19/07/2019 14:35:37","","","","","Sentinel","LS + TB","Already started",""
"Event","19/07/2019 14:36:23","","","","","Alarm running","LS + TB","Ponctual",""
"Event","19/07/2019 14:36:54","","","","","Sentinel","LS + TB","Stop",""
"Event","19/07/2019 14:38:13","","","","","Sentinel","LT + TB","Start",""
"Event","19/07/2019 14:38:58","","","","","Sentinel","LT + TB","Stop",""
"Scan","19/07/2019 14:39:20","LS","Other","","","","","","at dead tree"
"Scan","19/07/2019 14:39:52","RS","Other","","","","","","unerring dead trre"
"Scan","19/07/2019 14:40:34","LT","Scrabling","","","","","",""
"Scan","19/07/2019 14:40:50","RS + TB","Sentinel","","","","","",""
"Scan","19/07/2019 14:41:21","RT","Scrabling","","","","","",""
"Scan","19/07/2019 14:41:43","TB","Scrabling","","","","","",""
"Scan","19/07/2019 14:42:06","LT","Scrabling","","","","","",""
"Scan","19/07/2019 14:42:55","RS","Scrabling","LS","","","","",""
"Scan","19/07/2019 14:43:03","LS","Foraging","","","","","",""
"Scan","19/07/2019 14:43:26","RS + TB","Sentinel","","","","","",""
"Scan","19/07/2019 14:44:04","RT","Scrabling","","","","","",""
"Scan","19/07/2019 14:45:08","TB","Foraging","","","","","",""
"Scan","19/07/2019 14:45:33","LT","Scrabling","RT + TB","","","","",""
"Scan","19/07/2019 14:46:17","LS","Scrabling","","","","","",""
"Scan","19/07/2019 14:47:12","RS + TB","Sentinel","","","","","",""
"Scan","19/07/2019 14:47:54","RT","Scrabling","","","","","",""
"Scan","19/07/2019 14:48:07","LT","Scrabling","","","","","",""
"Scan","19/07/2019 14:49:09","TB","Scrabling","","","","","",""
"Scan","19/07/2019 14:49:30","RS","Scrabling","","","","","",""
"Scan","19/07/2019 14:49:51","LS","Scrabling","LT + TB","","","","",""
"Scan","19/07/2019 14:50:20","RS + TB","Sentinel","","","","","",""
"Scan","19/07/2019 14:50:59","RT","Scrabling","","","","","",""
"Scan","19/07/2019 14:51:13","LT","Foraging","","","","","",""
"Scan","19/07/2019 14:51:33","RS","Scrabling","","","","","",""
"Scan","19/07/2019 14:52:13","TB","Scrabling","","","","","",""
"Scan","19/07/2019 14:52:25","RS","Foraging","","","","","",""
"Scan","19/07/2019 14:52:51","RS + TB","Sentinel","","","","","",""
"Scan","19/07/2019 14:53:52","RT","Foraging","","","","","",""
"Scan","19/07/2019 14:54:01","LT","Foraging","","","","","",""
"Scan","19/07/2019 14:54:26","RS","Foraging","","","","","",""
"Scan","19/07/2019 14:54:36","TB","Scrabling","","","","","",""
"Scan","19/07/2019 14:54:54","LS","Foraging","","","","","",""
"Scan","19/07/2019 14:55:23","RS + TB","Sentinel","","","","","",""
"Scan","19/07/2019 14:56:02","RT","Foraging","","","","","",""
"Scan","19/07/2019 14:56:11","LT","Scrabling","RT + TB","","","","",""
"Scan","19/07/2019 14:56:50","RS","Foraging","","","","","",""
"Scan","19/07/2019 14:56:57","TB","Moving","","","","","",""
"Scan","19/07/2019 14:57:21","LS","Scrabling","","","","","",""
"Scan","19/07/2019 14:57:47","RS + TB","Sentinel","","","","","",""
"Scan","19/07/2019 14:58:26","LT","Foraging","","","","","",""
"Scan","19/07/2019 14:58:53","RT","Scrabling","","","","","",""
"Scan","19/07/2019 14:59:45","LS","Scrabling","","","","","",""
"Event","19/07/2019 15:00:25","","","","","Alarm scanning","Ukn","Ponctual",""
"Event","19/07/2019 15:00:53","","","","","Alarm running","Ukn","Ponctual",""
"Scan","19/07/2019 15:02:00","RS","Scrabling","","","","","",""
"Scan","19/07/2019 15:02:27","RS + TB","Sentinel","","","","","",""
"Scan","19/07/2019 15:03:04","RT","Foraging","","","","","",""
"Scan","19/07/2019 15:03:31","LT","Foraging","","","","","",""
"Scan","19/07/2019 15:03:57","TB","Foraging","","","","","",""
"Scan","19/07/2019 15:04:13","RS","Scrabling","","","","","",""
"Scan","19/07/2019 15:05:26","RS + TB","Sentinel","","","","","",""
"Scan","19/07/2019 15:06:32","LT","Foraging","","","","","",""
"Scan","19/07/2019 15:06:45","RT","Scrabling","H + MB","","","","",""
"Scan","19/07/2019 15:07:11","TB","Scrabling","","","","","",""
"Scan","19/07/2019 15:07:27","LS","Running","","","","","",""
"Scan","19/07/2019 15:07:42","RS","Scrabling","","","","","",""
"Scan","19/07/2019 15:08:19","RS + TB","Sentinel","","","","","",""
"Scan","19/07/2019 15:09:03","LT","Scrabling","","","","","",""
"Scan","19/07/2019 15:09:10","LS","Scrabling","","","","","",""
"Scan","19/07/2019 15:09:21","RS","Scrabling","RT","","","","",""
"Scan","19/07/2019 15:09:31","RT","Scrabling","TB, RS","","","","",""
"Scan","19/07/2019 15:09:41","TB","Scrabling","RT, RS","","","","",""
"Event","19/07/2019 15:11:02","","","","","Sentinel","RS + TB","Already stopped",""
