"Type","Time","MeerkatID","Behavior","Neighbours <1m","UnID","Event type","Emmiter","Timing","Note"
"Scan","12/08/2019 10:04:13","H + RT","Scrabling","","","","","",""
"Scan","12/08/2019 10:04:26","RS + TBL","Scrabling","","","","","",""
"Scan","12/08/2019 10:04:47","RT","Scrabling","","","","","",""
"Scan","12/08/2019 10:05:00","H","Scrabling","SH + MB + TBL","","","","",""
"Scan","12/08/2019 10:05:14","MB","Foraging","","","","","",""
"Scan","12/08/2019 10:05:23","LT","Scrabling","","","","","",""
"Scan","12/08/2019 10:05:49","RS","Scrabling","","","","","",""
"Scan","12/08/2019 10:06:11","H + TB","Foraging","","","","","",""
"Scan","12/08/2019 10:07:29","LS","Scrabling","","","","","",""
"Scan","12/08/2019 10:07:52","H + RT","Foraging","","","","","",""
"Scan","12/08/2019 10:08:08","LT","Moving","RS","","","","",""
"Scan","12/08/2019 10:08:35","RS","Scrabling","","","","","",""
"Scan","12/08/2019 10:09:01","RR + TBL","Scrabling","","","","","",""
"Scan","12/08/2019 10:09:14","H","Scrabling","","","","","",""
"Scan","12/08/2019 10:09:26","MB","Scrabling","","","","","",""
"Scan","12/08/2019 10:10:05","H + TB","Scrabling","","","","","",""
"Scan","12/08/2019 10:10:17","RS + TBL","Scrabling","","","","","",""
"Scan","12/08/2019 10:11:23","LS","Eating","","","","","",""
"Scan","12/08/2019 10:11:47","H + RT","Scrabling","","","","","",""
"Scan","12/08/2019 10:12:12","LT","Scrabling","","","","","",""
"Scan","12/08/2019 10:12:29","RS","Scrabling","","","","","",""
"Scan","12/08/2019 10:12:48","H","Scrabling","","","","","",""
"Scan","12/08/2019 10:12:58","LS","Scrabling","","","","","",""
"Scan","12/08/2019 10:13:23","RT","Scrabling","","","","","",""
"Scan","12/08/2019 10:13:35","MB","Scrabling","","","","","",""
"Scan","12/08/2019 10:13:55","RR + TBL","Scrabling","","","","","",""
"Scan","12/08/2019 10:15:44","H + RT","Scrabling","","","","","",""
"Scan","12/08/2019 10:16:04","H + TB","Foraging","","","","","",""
"Scan","12/08/2019 10:16:50","LS","Foraging","","","","","",""
"Scan","12/08/2019 10:16:57","MB","Foraging","","","","","",""
