"Type","Time","MeerkatID","Behavior","Neighbours <1m","UnID","Event type","Emmiter","Timing","Note"
"Scan","13/07/2019 15:31:33","TB","Moving","","","","","",""
"Scan","13/07/2019 15:32:19","RT","Scrabling","","","","","",""
"Scan","13/07/2019 15:32:44","LS","Foraging","","","","","",""
"Scan","13/07/2019 15:34:40","RS","Foraging","","","","","",""
"Scan","13/07/2019 15:35:57","TB","Scrabling","","","","","",""
"Scan","13/07/2019 15:38:09","RS","Foraging","","","","","",""
"Scan","13/07/2019 15:38:38","LT","Scrabling","","","","","",""
"Scan","13/07/2019 15:38:55","MB + TB","Scrabling","","","","","",""
"Scan","13/07/2019 15:41:56","MB + TB","Bipedal vig","","","","","",""
"Scan","13/07/2019 15:42:21","LT","Scrabling","","","","","",""
"Scan","13/07/2019 15:43:39","RS","Foraging","","","","","",""
"Event","13/07/2019 15:44:57","","","","","Alarm running","Ukn","Already started",""
"Scan","13/07/2019 15:45:29","TB","Scanning","H + MB, LT + TB, RS","+1","","","",""
"Scan","13/07/2019 15:46:07","RS","Scanning","RS + TB","+3","","","",""
"Scan","13/07/2019 15:46:34","LT","Scanning","","","","","",""
"Scan","13/07/2019 15:48:06","LS","Scrabling","","","","","",""
"Event","13/07/2019 15:48:22","","","","","Sentinel","MB + LT","Already started",""
"Event","13/07/2019 15:48:38","","","","","Alarm running","Ukn","Already stopped","at least 1m in ago"
"Scan","13/07/2019 15:49:13","RT","Scrabling","LS","","","","",""
"Event","13/07/2019 15:49:49","","","","","Sentinel","MB + LT","Stop",""
"Scan","13/07/2019 15:54:44","MB + TB","Bipedal vig","","","","","",""
"Scan","13/07/2019 15:54:54","LT","Foraging","","","","","",""
"Scan","13/07/2019 15:55:01","TB","Foraging","","","","","",""
"Event","13/07/2019 15:57:08","","","","","Alarm running","Ukn","Already started",""
"Scan","13/07/2019 15:57:30","RT","Bipedal vig","LS","","","","",""
"Scan","13/07/2019 15:57:36","LS","Bipedal vig","RT","","","","",""
"Event","13/07/2019 15:58:02","","","","","Alarm running","Ukn","Already stopped",""
"Scan","13/07/2019 15:59:30","TB","Scrabling","","","","","",""
"Scan","13/07/2019 15:59:47","RS","Running","","","","","",""
"Scan","13/07/2019 16:00:14","LT","Scrabling","","","","","",""
"Scan","13/07/2019 16:06:04","RS","Scrabling","","","","","",""
"Scan","13/07/2019 16:07:24","LT","Scrabling","","","","","",""
"Scan","13/07/2019 16:09:37","TB","Scrabling","","","","","",""
"Scan","13/07/2019 16:10:07","RT","Scrabling","","","","","",""
"Scan","13/07/2019 16:10:30","LT","Foraging","H + TB","","","","",""
"Scan","13/07/2019 16:13:16","RS","Scrabling","MB + LS","","","","",""
"Scan","13/07/2019 16:16:18","LT","Foraging","","","","","",""
"Scan","13/07/2019 16:17:52","RT","Scrabling","","","","","",""
"Scan","13/07/2019 16:17:59","TB","Scrabling","","","","","",""
"Scan","13/07/2019 16:18:08","LT","Scrabling","","","","","",""
"Scan","13/07/2019 16:18:15","LS","Foraging","","","","","",""
"Scan","13/07/2019 16:19:12","RT","Scrabling","","","","","",""
"Scan","13/07/2019 16:19:21","TB","Scrabling","","","","","",""
"Scan","13/07/2019 16:19:38","LT","Scrabling","LS","","","","",""
"Scan","13/07/2019 16:19:44","LS","Scrabling","LT","","","","",""
"Scan","13/07/2019 16:21:45","TB","Foraging","","","","","",""
"Scan","13/07/2019 16:22:04","LT","Scrabling","","","","","",""
"Scan","13/07/2019 16:22:16","LS","Scrabling","MB + LT","","","","",""
"Scan","13/07/2019 16:25:11","MB + TB","Foraging","","","","","",""
"Scan","13/07/2019 16:26:00","RS","Eating","","","","","",""
"Scan","13/07/2019 16:26:32","MB + TB","Bipedal vig","","","","","",""
"Scan","13/07/2019 16:27:08","RS","Scrabling","","","","","",""
"Scan","13/07/2019 16:27:23","MB + TB","Scrabling","","","","","",""
"Scan","13/07/2019 16:27:33","RS","Scrabling","","","","","",""
"Scan","13/07/2019 16:30:02","TB","Foraging","","","","","",""
"Scan","13/07/2019 16:30:19","RT","Foraging","","","","","",""
"Scan","13/07/2019 16:30:31","LS","Scrabling","","","","","",""
"Scan","13/07/2019 16:33:25","RS","Foraging","","","","","",""
"Scan","13/07/2019 16:35:12","RS","Scrabling","","","","","",""
"Scan","13/07/2019 16:36:42","RT","Foraging","","","","","",""
"Scan","13/07/2019 16:36:55","LS","Bipedal vig","","","","","",""
"Scan","13/07/2019 16:37:44","LT","Foraging","","","","","",""
"Scan","13/07/2019 16:37:51","TB","Foraging","LT","","","","",""
"Scan","13/07/2019 16:39:52","RS","Foraging","","","","","",""
"Scan","13/07/2019 16:41:11","LT","Scrabling","","","","","",""
"Scan","13/07/2019 16:41:22","TB","Scrabling","","","","","",""
"Scan","13/07/2019 16:43:03","RT","Scrabling","LT","","","","",""
"Scan","13/07/2019 16:43:12","LT","Scrabling","","","","","",""
"Scan","13/07/2019 16:44:12","TB","Scrabling","SH + TB, SH + LT","","","","",""
"Scan","13/07/2019 16:45:22","RS","Foraging","","","","","",""
"Scan","13/07/2019 16:45:42","LT","Scrabling","","","","","",""
"Scan","13/07/2019 16:45:48","RT","Scrabling","","","","","",""
"Scan","13/07/2019 16:47:11","LS","Foraging","","","","","",""
"Scan","13/07/2019 16:47:23","TB","Scrabling","","","","","",""
"Event","13/07/2019 16:51:20","","","","","Alarm running","Ukn","Already started",""
"Scan","13/07/2019 16:51:36","RS","Other","H + TB, H + MB, MB + RS","","","","","moving below "
"Event","13/07/2019 16:52:02","","","","","Alarm running","Ukn","Already stopped",""
"Scan","13/07/2019 16:52:18","LS","Scrabling","RT","","","","",""
"Scan","13/07/2019 16:52:33","RT","Scrabling","","","","","",""
"Scan","13/07/2019 16:52:43","TB","Running","RT","","","","",""
"Scan","13/07/2019 16:52:59","LT","Running","","+1","","","",""
"Scan","13/07/2019 16:54:21","RS","Foraging","","","","","",""
"Scan","13/07/2019 16:55:02","LS","Scrabling","TB","","","","",""
"Scan","13/07/2019 16:55:06","TB","Foraging","LS","","","","",""
"Scan","13/07/2019 16:55:38","LT","Scrabling","","","","","",""
"Scan","13/07/2019 16:55:47","RT","Scrabling","","","","","",""
"Scan","13/07/2019 16:56:09","RS","Foraging","H + MB","","","","",""
"Scan","13/07/2019 16:56:39","MB + TB","Scrabling","","","","","",""
"Scan","13/07/2019 16:57:57","RT","Foraging","","","","","",""
"Scan","13/07/2019 16:58:14","LT","Foraging","","","","","",""
"Scan","13/07/2019 16:58:24","TB","Scrabling","","","","","",""
"Scan","13/07/2019 16:58:49","RS","Scrabling","","","","","",""
"Scan","13/07/2019 16:58:59","LS","Scrabling","","","","","",""
"Scan","13/07/2019 16:59:05","MB + TB","Scrabling","","","","","",""
"Scan","13/07/2019 16:59:22","RT","Foraging","","","","","",""
"Scan","13/07/2019 16:59:30","TB","Scrabling","","","","","",""
"Scan","13/07/2019 16:59:35","LT","Scrabling","","","","","",""
"Scan","13/07/2019 17:00:00","RS","Foraging","","","","","",""
"Scan","13/07/2019 17:00:12","LS","Scrabling","","","","","",""
"Scan","13/07/2019 17:00:25","MB + TB","Scrabling","RT","","","","",""
