"EntryType","Time","MeerkatID","Behavior","Neighbours <1m","EventType","CallerID","SentinelID","Timing","Note"
"Scan","15/08/2021 11:59:27","RRLT","Point","","","","","",""
"Scan","15/08/2021 11:59:11","RRLT","Foraging","","","","","",""
"Scan","15/08/2021 11:57:38","RRLT","Point","","","","","",""
"Scan","15/08/2021 11:56:18","RRLT","Moving","","","","","",""
"Scan","15/08/2021 11:55:20","RRLT","Point","","","","","",""
"Scan","15/08/2021 11:54:52","RRLT","Point","","","","","",""
"Scan","15/08/2021 11:54:42","RRLT","Point","","","","","",""
"Scan","15/08/2021 11:54:32","RRLT","Point","","","","","",""
"Scan","15/08/2021 11:54:13","RS","Point","","","","","",""
"Scan","15/08/2021 11:54:01","LT","Point","","","","","",""
"Scan","15/08/2021 11:53:52","SHTB","Point","","","","","",""
"Scan","15/08/2021 11:53:44","RS","Point","","","","","",""
"Scan","15/08/2021 11:53:37","SHTB","Point","","","","","",""
"Scan","15/08/2021 11:53:20","RS","Point","","","","","",""
"Scan","15/08/2021 11:53:04","LS","Point","","","","","",""
"Scan","15/08/2021 11:52:48","LS","Point","","","","","",""
"Scan","15/08/2021 11:52:40","LT","Point","","","","","",""
"Scan","15/08/2021 11:39:08","RRLT","Point","","","","","",""
"Scan","15/08/2021 11:38:58","RRLT","Point","","","","","",""
"Scan","15/08/2021 11:38:32","RRLT","Point","","","","","",""
"Scan","15/08/2021 11:37:44","RRLT","Point","","","","","",""
"Scan","15/08/2021 11:37:10","RRLT","Point","","","","","",""
"Scan","15/08/2021 11:36:59","RRLT","Point","","","","","",""
"Scan","15/08/2021 11:36:46","RRLT","Point","","","","","",""
"Scan","15/08/2021 11:36:39","RRLT","Point","","","","","",""
"Scan","15/08/2021 11:33:25","RS","Point","","","","","",""
"Scan","15/08/2021 11:32:36","RRLT","Point","","","","","",""
"Scan","15/08/2021 11:25:28","RRLT","Point","","","","","",""
"Scan","15/08/2021 11:25:19","LT","Point","","","","","",""
"Scan","15/08/2021 11:25:15","LS","Point","","","","","",""
"Scan","15/08/2021 11:25:09","RRLT","Point","","","","","",""
"Scan","15/08/2021 11:25:00","LT","Point","","","","","",""
"Scan","15/08/2021 11:24:55","LS","Point","","","","","",""
"Scan","15/08/2021 11:24:41","LS","Point","","","","","",""
"Scan","15/08/2021 11:24:31","LT","Point","","","","","",""
"Scan","15/08/2021 11:19:39","RRLT","Point","","","","","",""
"Scan","15/08/2021 11:17:49","SHTB","Point","","","","","",""
"Scan","15/08/2021 11:17:10","SHTB","Point","","","","","",""
"Scan","15/08/2021 11:17:00","SHTB","Point","","","","","",""
"Scan","15/08/2021 11:16:51","SHTB","Point","","","","","",""
"Scan","15/08/2021 11:16:31","SHTB","Point","","","","","",""
"Scan","15/08/2021 11:16:21","SHTB","Point","","","","","",""
"Scan","15/08/2021 11:16:04","SHTB","Point","","","","","",""
"Scan","15/08/2021 11:15:58","SHTB","Point","","","","","",""
"Scan","15/08/2021 11:15:49","SHTB","Bipedal vig","","","","","",""
"Scan","15/08/2021 11:15:17","LT","Point","","","","","",""
