"EntryType","Time","MeerkatID","Behavior","Neighbours <1m","EventType","CallerID","SentinelID","Timing","Note"
"Scan","13/08/2021 11:59:46","RS","Point","","","","","",""
"Scan","13/08/2021 11:59:20","RS","Point","","","","","",""
"Scan","13/08/2021 11:59:13","RS","Point","","","","","",""
"Scan","13/08/2021 11:59:08","RS","Point","","","","","",""
"Scan","13/08/2021 11:58:58","RS","Point","","","","","",""
"Scan","13/08/2021 11:58:53","RS","Point","","","","","",""
"Scan","13/08/2021 11:58:46","RS","Point","","","","","",""
"Scan","13/08/2021 11:55:48","LS","Point","","","","","",""
"Scan","13/08/2021 11:53:55","LT","Point","","","","","",""
"Scan","13/08/2021 11:53:24","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:53:13","LS","Point","","","","","",""
"Scan","13/08/2021 11:53:06","RS","Point","","","","","",""
"Scan","13/08/2021 11:50:38","RS","Point","","","","","",""
"Scan","13/08/2021 11:49:02","LT","Point","","","","","",""
"Scan","13/08/2021 11:48:50","LT","Point","","","","","",""
"Scan","13/08/2021 11:48:31","LT","Point","","","","","",""
"Scan","13/08/2021 11:48:24","LT","Point","","","","","",""
"Scan","13/08/2021 11:47:31","LT","Point","","","","","",""
"Scan","13/08/2021 11:47:26","LT","Point","","","","","",""
"Scan","13/08/2021 11:46:46","LT","Point","","","","","",""
"Scan","13/08/2021 11:46:41","LT","Point","","","","","",""
"Scan","13/08/2021 11:46:35","LT","Point","","","","","",""
"Scan","13/08/2021 11:46:30","LT","Point","","","","","",""
"Scan","13/08/2021 11:46:22","LT","Point","","","","","",""
"Scan","13/08/2021 11:46:05","LT","Point","","","","","",""
"Scan","13/08/2021 11:45:56","LS","Point","","","","","",""
"Scan","13/08/2021 11:45:48","LT","Point","","","","","",""
"Scan","13/08/2021 11:45:41","LT","Point","","","","","",""
"Scan","13/08/2021 11:45:23","LT","Point","","","","","",""
"Scan","13/08/2021 11:45:15","LT","Point","","","","","",""
"Scan","13/08/2021 11:45:10","LT","Point","","","","","",""
"Scan","13/08/2021 11:45:03","LT","Point","","","","","",""
"Scan","13/08/2021 11:44:18","LS","Point","","","","","",""
"Scan","13/08/2021 11:44:07","LS","Point","","","","","",""
"Scan","13/08/2021 11:43:55","LS","Point","","","","","",""
"Scan","13/08/2021 11:43:46","LS","Point","","","","","",""
"Scan","13/08/2021 11:42:13","RS","Point","","","","","",""
"Scan","13/08/2021 11:42:05","RS","Point","","","","","",""
"Scan","13/08/2021 11:41:57","RS","Point","","","","","",""
"Scan","13/08/2021 11:41:20","LS","Point","","","","","",""
"Scan","13/08/2021 11:41:04","LS","Point","","","","","",""
"Scan","13/08/2021 11:40:08","RS","Point","","","","","",""
"Scan","13/08/2021 11:39:55","RS","Point","","","","","",""
"Scan","13/08/2021 11:39:43","LS","Point","","","","","",""
"Scan","13/08/2021 11:39:24","LT","Point","","","","","",""
"Scan","13/08/2021 11:39:17","RS","Point","","","","","",""
"Scan","13/08/2021 11:38:54","RS","Point","","","","","",""
"Scan","13/08/2021 11:38:44","LT","Point","","","","","",""
"Scan","13/08/2021 11:30:40","RSTB","Foraging","","","","","",""
"Scan","13/08/2021 11:30:30","RSTB","Bipedal vig","","","","","",""
"Scan","13/08/2021 11:30:12","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:26:04","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:25:58","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:25:52","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:25:42","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:25:35","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:25:29","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:25:19","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:25:13","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:24:48","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:24:33","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:24:27","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:24:22","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:24:15","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:24:09","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:24:02","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:20:54","LT","Point","","","","","",""
"Scan","13/08/2021 11:20:38","LT","Point","","","","","",""
"Scan","13/08/2021 11:20:22","LT","Point","","","","","",""
"Scan","13/08/2021 11:20:15","LT","Point","","","","","",""
"Scan","13/08/2021 11:19:55","LT","Point","","","","","",""
"Scan","13/08/2021 11:14:33","LS","Point","","","","","",""
"Scan","13/08/2021 11:14:13","LS","Point","","","","","",""
"Scan","13/08/2021 11:13:56","LS","Point","","","","","",""
"Scan","13/08/2021 11:13:40","LS","Point","","","","","",""
"Scan","13/08/2021 11:13:34","LS","Point","","","","","",""
"Scan","13/08/2021 11:13:09","LS","Point","","","","","",""
"Scan","13/08/2021 11:12:49","LT","Point","","","","","",""
"Scan","13/08/2021 11:12:44","LT","Point","","","","","",""
"Scan","13/08/2021 11:12:36","LT","Point","","","","","",""
"Scan","13/08/2021 11:11:19","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:11:12","RS","Point","","","","","",""
"Scan","13/08/2021 11:11:07","LS","Point","","","","","",""
"Scan","13/08/2021 11:10:59","RS","Point","","","","","",""
"Scan","13/08/2021 11:10:50","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:10:13","LS","Point","","","","","",""
"Scan","13/08/2021 11:10:07","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:09:58","LS","Point","","","","","",""
"Scan","13/08/2021 11:06:15","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:06:09","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:05:55","LT","Point","","","","","",""
"Scan","13/08/2021 11:05:43","RS","Point","","","","","",""
"Scan","13/08/2021 11:05:26","RS","Point","","","","","",""
"Scan","13/08/2021 11:05:13","LS","Point","","","","","",""
"Scan","13/08/2021 11:04:54","RS","Point","","","","","",""
"Scan","13/08/2021 11:04:15","LT","Point","","","","","",""
"Scan","13/08/2021 11:04:08","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:03:28","LT","Point","","","","","",""
"Scan","13/08/2021 11:02:54","RSTB","Point","","","","","",""
"Scan","13/08/2021 11:00:15","LT","Point","","","","","",""
"Scan","13/08/2021 11:00:04","LT","Point","","","","","",""
"Scan","13/08/2021 10:59:59","LT","Point","","","","","",""
"Scan","13/08/2021 10:59:45","LT","Point","","","","","",""
"Scan","13/08/2021 10:59:40","LT","Point","","","","","",""
"Scan","13/08/2021 10:59:36","LT","Point","","","","","",""
"Scan","13/08/2021 10:59:25","LT","Point","","","","","",""
"Scan","13/08/2021 10:59:19","LT","Point","","","","","",""
"Scan","13/08/2021 10:59:14","LT","Point","","","","","",""
"Scan","13/08/2021 10:59:09","LT","Point","","","","","",""
"Scan","13/08/2021 10:59:01","LT","Point","","","","","",""
"Scan","13/08/2021 10:58:43","LT","Point","","","","","",""
"Scan","13/08/2021 10:58:35","LT","Point","","","","","",""
"Scan","13/08/2021 10:58:21","LT","Point","","","","","",""
"Scan","13/08/2021 10:58:08","LT","Point","","","","","",""
"Scan","13/08/2021 10:55:36","RSTB","Point","","","","","",""
"Scan","13/08/2021 10:55:30","LT","Point","","","","","",""
"Scan","13/08/2021 10:55:25","RSTB","Point","","","","","",""
"Scan","13/08/2021 10:55:19","LT","Point","","","","","",""
"Scan","13/08/2021 10:55:02","LT","Point","","","","","",""
"Scan","13/08/2021 10:54:48","LT","Point","","","","","",""
"Scan","13/08/2021 10:54:43","RSTB","Point","","","","","",""
"Scan","13/08/2021 10:54:04","RSTB","Point","","","","","",""
"Scan","13/08/2021 10:53:03","LT","Point","","","","","",""
"Scan","13/08/2021 10:52:47","LS","Point","","","","","",""
"Scan","13/08/2021 10:52:21","RSTB","Point","","","","","",""
"Scan","13/08/2021 10:52:16","LT","Point","","","","","",""
"Scan","13/08/2021 10:52:09","RS","Point","","","","","",""
"Scan","13/08/2021 10:52:03","LS","Point","","","","","",""
"Scan","13/08/2021 10:51:05","RS","Point","","","","","",""
"Scan","13/08/2021 10:51:00","RSTB","Point","","","","","",""
"Scan","13/08/2021 10:50:46","LT","Point","","","","","",""
"Scan","13/08/2021 10:50:40","LS","Point","","","","","",""
"Scan","13/08/2021 10:50:32","LT","Point","","","","","",""
"Scan","13/08/2021 10:50:27","LS","Point","","","","","",""
"Scan","13/08/2021 10:50:15","RS","Point","","","","","",""
"Scan","13/08/2021 10:49:58","RSTB","Point","","","","","",""
"Scan","13/08/2021 10:49:46","RS","Point","","","","","",""
"Scan","13/08/2021 10:49:31","LS","Point","","","","","",""
"Scan","13/08/2021 10:32:43","LT","Point","","","","","",""
"Scan","13/08/2021 10:31:36","LT","Point","","","","","",""
"Scan","13/08/2021 10:27:16","LT","Point","","","","","",""
"Scan","13/08/2021 10:27:07","LT","Point","","","","","",""
"Scan","13/08/2021 10:26:59","LT","Point","","","","","",""
"Scan","13/08/2021 10:26:52","LT","Point","","","","","",""
"Scan","13/08/2021 10:26:44","LT","Point","","","","","",""
"Scan","13/08/2021 10:26:00","LS","Point","","","","","",""
"Scan","13/08/2021 10:25:51","RSTB","Point","","","","","",""
"Scan","13/08/2021 10:23:58","LT","Point","","","","","",""
"Scan","13/08/2021 10:23:38","LT","Point","","","","","",""
"Scan","13/08/2021 10:23:32","RS","Point","","","","","",""
"Scan","13/08/2021 10:23:26","LS","Point","","","","","",""
"Scan","13/08/2021 10:23:15","LT","Point","","","","","",""
"Scan","13/08/2021 10:23:09","LT","Point","","","","","",""
"Scan","13/08/2021 10:23:02","LS","Point","","","","","",""
"Scan","13/08/2021 10:22:53","RS","Point","","","","","",""
"Scan","13/08/2021 10:22:15","RS","Point","","","","","",""
"Scan","13/08/2021 10:22:01","LS","Point","","","","","",""
"Scan","13/08/2021 10:21:47","LT","Point","","","","","",""
"Scan","13/08/2021 10:18:25","RSTB","Point","","","","","",""
"Scan","13/08/2021 10:18:00","RSTB","Point","","","","","",""
